contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path,vit_delta_00_to_25_t0.3,vit_delta_00_to_25_t0.4,vit_delta_00_to_25_t0.5,vit_delta_00_to_25_t0.6,vit_delta_00_to_25_t0.7,vit_delta_00_to_25_t0.8,vit_delta_25_to_50_t0.3,vit_delta_25_to_50_t0.4,vit_delta_25_to_50_t0.5,vit_delta_25_to_50_t0.6,vit_delta_25_to_50_t0.7,vit_delta_25_to_50_t0.8,vit_delta_50_to_75_t0.3,vit_delta_50_to_75_t0.4,vit_delta_50_to_75_t0.5,vit_delta_50_to_75_t0.6,vit_delta_50_to_75_t0.7,vit_delta_50_to_75_t0.8,vit_delta_75_to_10_t0.3,vit_delta_75_to_10_t0.4,vit_delta_75_to_10_t0.5,vit_delta_75_to_10_t0.6,vit_delta_75_to_10_t0.7,vit_delta_75_to_10_t0.8,vit_delta_10_to_po_t0.3,vit_delta_10_to_po_t0.4,vit_delta_10_to_po_t0.5,vit_delta_10_to_po_t0.6,vit_delta_10_to_po_t0.7,vit_delta_10_to_po_t0.8
21n00102,"construction of nrj- cancavan- esperanza- san roque bayogo road, connects municipality of carmen and madrid, surigao del sur",roads,completed,100.0,Region XIII,Region XIII,9.2352443,125.9784277,2021-09-16,2022-12-13,2021,regular infra,regular infra - gaa 2021 lp,127937776.17,0,14332,data/images/21n00102,6,2021-08-17,2022-01-07,2022-04-30,2022-08-21,2022-12-13,2023-01-12,data/images/21n00102/21n00102_road_mask.png,1.0,1.0,1.0,0.321875,0.12335526315789473,0.0,1.0,1.0,1.0,0.7174342105263158,0.42680921052631576,0.0,1.0,1.0,1.0,0.6914473684210526,0.37664473684210525,0.0,1.0,1.0,1.0,0.9324013157894737,0.7174342105263158,0.0,1.0,1.0,1.0,0.9735197368421052,0.7957236842105263,0.0
22pc0048,"organizational outcome 1:ensure safe and reliable national road system asset preservation-construction/upgrading/rehabilitation of drainage along national roads-tertiary roads-claveria-calanasan-kabugao rd-ko627+400-ko627+403,ko627+796-ko627+799,ko632+120",roads,completed,100.0,Cordillera Administrative Region,Apayao 2nd DEO,18.5115339,121.1241517,2022-02-24,2023-10-19,2022,regular infra,regular infra - gaa 2022 oo-1,14218483.37,0,26788,data/images/22pc0048,6,2022-01-25,2022-07-24,2022-12-22,2023-05-21,2023-10-19,2023-11-18,data/images/22pc0048/22pc0048_road_mask.png,1.0,1.0,1.0,0.8496940675711625,0.435488161745145,0.0,1.0,1.0,1.0,0.515828677839851,0.18143123171056133,0.0,1.0,1.0,1.0,0.38148443735035914,0.10720936419260442,0.0,1.0,1.0,1.0,0.06757116254322958,0.00026602819898909286,0.0,1.0,1.0,0.9968076616121309,0.26895450917797287,0.1303538175046555,0.0
22lf0092,"construction of road from sitio palo 4, brgy. p.m. sobrecarey to sitio batiano, brgy. san pedro phase ii, caraga, davao oriental",roads,completed,100.0,Region XI,Davao Oriental 1st DEO,7.3558303,126.4677219,2022-03-28,2023-11-18,2022,regular infra,regular infra - gaa 2022 cssp,39199198.43,0,43053,data/images/22lf0092,6,2022-02-26,2022-08-25,2023-01-22,2023-06-21,2023-11-18,2023-12-18,data/images/22lf0092/22lf0092_road_mask.png,1.0,1.0,1.0,0.6018056089127929,0.29715712639262387,0.0,1.0,1.0,1.0,0.5595466769112563,0.3511333077218594,0.0,1.0,1.0,1.0,0.3123319247022666,0.16384940453323088,0.0,1.0,1.0,1.0,0.34882827506723013,0.2208989627353054,0.0,1.0,1.0,0.9008835958509412,0.2752593161736458,0.14271993853246254,0.0
22na0016,"construction of road (phase 1), sitio cadahon-dahonan to palo onse, brgy. poblacion ii, santiago, agusan del norte",roads,completed,100.0,Region XIII,Agusan del Norte DEO,9.2891304,125.5759733,2022-02-17,2023-06-23,2022,regular infra,regular infra - gaa 2022 cssp,49499998.1,0,14332,data/images/22na0016,6,2022-01-18,2022-06-19,2022-10-20,2023-02-20,2023-06-23,2023-07-23,data/images/22na0016/22na0016_road_mask.png,1.0,1.0,1.0,0.8765086206896552,0.5271551724137931,0.0,1.0,1.0,0.9189655172413793,0.00021551724137931034,0.0,0.0,1.0,1.0,1.0,0.453448275862069,0.1711206896551724,0.0,1.0,1.0,1.0,0.7732758620689655,0.3959051724137931,0.0,1.0,1.0,0.13491379310344828,0.0,0.0,0.0
21c00104,"convergence and special support program-special road fund-motor vehicle user's charge (mvuc) as per r.a. 11239, construction/installation of street lights along mabatang vicinal road (so1288lz), province of bataan",roads,completed,100.0,Region III,Region III,14.7382944,120.4725389,2022-03-24,2024-03-10,2021,regular infra,regular infra - gaa 2021 cssp,96491992.51,0,14716,data/images/21c00104,6,2022-02-22,2022-09-19,2023-03-17,2023-09-12,2024-03-10,2024-04-09,data/images/21c00104/21c00104_road_mask.png,1.0,1.0,1.0,0.8663712289074484,0.5265041758990966,0.0,1.0,1.0,1.0,0.7613771944775864,0.44417930799386396,0.0,1.0,1.0,0.9655701380603375,0.1556161581728311,0.018408044997443328,0.0,1.0,1.0,0.9492074313959434,0.03698653485597409,0.007840463610022158,0.0,1.0,1.0,0.7652974262825976,0.03408897221748764,0.011249360831770923,0.0
22af0055,"construction of road, san agustin east, agoo, la union",roads,completed,100.0,Region I,La Union 2nd DEO,16.3382833,120.3725117,2022-05-18,2023-12-18,2022,regular infra,regular infra - gaa 2022 cssp,48496415.82,0,32677,data/images/22af0055,6,2022-04-18,2022-10-09,2023-03-03,2023-07-26,2023-12-18,2024-01-17,data/images/22af0055/22af0055_road_mask.png,1.0,1.0,0.9840527119938884,0.16195569136745608,0.03590527119938885,0.0,1.0,1.0,0.9459511077158136,0.06121084797555386,0.020626432391138275,0.0,1.0,1.0,0.9757448433919023,0.1832505729564553,0.059110007639419405,0.0,1.0,1.0,0.9647631779984721,0.18955309396485867,0.0754392666157372,0.0,1.0,1.0,0.9098548510313216,0.12118029029793735,0.03762414056531704,0.0
22kl0030,"construction of seaside boulevard, phase ii, villanueva, misamis oriental",roads,completed,100.0,Region X,Misamis Oriental 2nd DEO,8.5856344,124.7688003,2022-02-28,2023-04-01,2022,regular infra,regular infra - gaa 2022 cssp,67550000.0,0,14332,data/images/22kl0030,6,2022-01-29,2022-06-07,2022-09-14,2022-12-22,2023-04-01,2023-05-01,data/images/22kl0030/22kl0030_road_mask.png,1.0,1.0,0.9995736906211936,0.08355663824604141,0.034713763702801465,0.0,1.0,1.0,0.9317904993909866,0.03233861144945189,0.014859926918392205,0.0,1.0,1.0,0.9920828258221681,0.07722289890377589,0.023568818514007307,0.0,1.0,1.0,0.9866017052375152,0.058891595615103536,0.01753958587088916,0.0,1.0,1.0,0.41345919610231424,0.0030450669914738123,0.000243605359317905,0.0
23pg0030,"construction/improvement of cudog-mungayang-kiangan road leading to ambuaya lake, yamashita shrine and kiyangan settlement, kiangan and lagawe, ifugao",roads,completed,100.0,Cordillera Administrative Region,Ifugao 1st DEO,16.81585,121.0987028,2023-03-13,2024-08-15,2023,regular infra,regular infra - gaa 2023 cssp,35857753.03,0,35651,data/images/23pg0030,6,2023-02-11,2023-07-21,2023-11-28,2024-04-06,2024-08-15,2024-09-14,data/images/23pg0030/23pg0030_road_mask.png,1.0,1.0,0.943070917371503,0.024235523747560182,0.0008132726089785296,0.0,1.0,1.0,1.0,0.5683148991541965,0.26203643461288223,0.0,1.0,1.0,1.0,0.6236174365647364,0.35035783994795056,0.0,1.0,1.0,0.9837345478204295,0.11581001951854261,0.02358490566037736,0.0,1.0,1.0,0.6701366297983083,0.05953155497722837,0.009433962264150943,0.0
22fk0067,"convergence and special support program (cssp)-construction_improvement of access roads leading to declared tourism destinations (tourism road infrastructure program-trip) donsol-pilar-castilla-sorsogon city (donpicaso) tourism highway, sorsogon, package",roads,completed,100.0,Region V,Sorsogon DEO,12.915995,123.7068297,2022-05-24,2023-10-13,2022,regular infra,regular infra - gaa 2022 cssp,96499889.8,0,34105,data/images/22fk0067,6,2022-04-24,2022-09-27,2023-02-01,2023-06-08,2023-10-13,2023-11-12,data/images/22fk0067/22fk0067_road_mask.png,1.0,1.0,0.8073854570321404,0.205607476635514,0.11932983815819466,0.0,1.0,1.0,1.0,0.616138591292455,0.417141554593116,0.0,1.0,1.0,1.0,0.6260542511967175,0.43982220196033733,0.0,1.0,1.0,0.966719854114429,0.0891269660360155,0.029974925917483474,0.0,1.0,1.0,0.6340323683610668,0.05026213813540004,0.024390243902439025,0.0
21hk0049,"organizational outcome 1: ensure safe and reliable national road system-network development program-construction of by-pass and diversion roads, bais bypass road, negros oriental",roads,completed,100.0,Negros Island Region,Negros Oriental 2nd DEO,9.5869822,123.1175028,2021-02-09,2023-04-06,2021,regular infra,regular infra - gaa 2021 oo-1,19600000.0,0,30743,data/images/21hk0049,6,2021-01-10,2021-08-24,2022-03-09,2022-09-21,2023-04-06,2023-05-06,data/images/21hk0049/21hk0049_road_mask.png,1.0,1.0,0.9996305703070885,0.45111983375663817,0.21602401293003926,0.0,1.0,1.0,0.8018009697529439,0.18573077811129068,0.09240360193950589,0.0,1.0,1.0,0.852966982221196,0.20364811821750173,0.10815054259986147,0.0,1.0,1.0,0.852966982221196,0.16832140383283306,0.05938582313553452,0.0,1.0,1.0,0.5755252828446087,0.09148002770722696,0.043130916647425535,0.0
20i00002,"network development - construction of by-pass and diversion roads, maasin city coastal by-pass road, southern leyte",roads,completed,100.0,Region VIII,Region VIII,10.132067,124.844482,2020-02-20,2021-05-23,2020,regular infra,regular infra - gaa 2020 oo-1,115799664.63,0,34843,data/images/20i00002,6,2020-01-21,2020-06-13,2020-10-06,2021-01-28,2021-05-23,2021-06-22,data/images/20i00002/20i00002_road_mask.png,1.0,1.0,0.8838501388993167,0.08934604700052556,0.02259929424130941,0.0,1.0,1.0,0.7480291313161649,0.019295742923642917,0.005631053382386065,0.0,1.0,1.0,0.7417223515278925,0.03528793452961934,0.008033636158870787,0.0,1.0,1.0,0.6662662362039192,0.03183422178842255,0.009084766123582852,0.0,1.0,1.0,0.5050679480441475,0.038591485847285834,0.014790900217734064,0.0
23dd0169,"organizational outcome 1: ensure safe and reliable national road system, network development program, construction of by-pass and diversion roads, construction of bypass road lipa-mataas na kahoy package a",roads,completed,100.0,Region IV-A,Batangas 4th DEO,13.9798889,121.1410583,2023-08-17,2024-12-02,2023,regular infra,regular infra - gaa 2023 oo-1,93605000.0,0,33231,data/images/23dd0169,6,2023-07-18,2023-12-13,2024-04-09,2024-08-05,2024-12-02,2025-01-01,data/images/23dd0169/23dd0169_road_mask.png,1.0,1.0,0.996700228445723,0.40900245367628396,0.24249090447584398,0.0,1.0,1.0,0.9971232760808867,0.44081563584059563,0.2198155512310686,0.0,1.0,1.0,0.9892545900668416,0.1655808444030798,0.08765547000592266,0.0,1.0,1.0,0.9797783230391742,0.1602504442000169,0.08630171757339876,0.0,1.0,1.0,0.43980032151620274,0.02521363905575768,0.01455283864963195,0.0
20pj0015,"convergence and special support program - construction /improvement of access roads leading to declared tourism destinations - access road leading to mun-alaja waterfalls, brgy. liwo, mayoyao, ifugao",roads,completed,100.0,Cordillera Administrative Region,Ifugao 2nd DEO,16.9777444,121.2585806,2020-02-17,2021-09-24,2020,regular infra,regular infra - gaa 2020 cssp,9775051.92,0,42290,data/images/20pj0015,6,2020-01-18,2020-07-12,2020-12-05,2021-04-30,2021-09-24,2021-10-24,data/images/20pj0015/20pj0015_road_mask.png,1.0,1.0,1.0,0.7535241349850491,0.486544211875267,0.0,1.0,1.0,1.0,0.16339171294318666,0.07133703545493379,0.0,1.0,1.0,0.9957283212302435,0.3968389577103802,0.19179837676206749,0.0,1.0,1.0,1.0,0.3462195642887655,0.12729602733874412,0.0,1.0,1.0,0.8695002135839385,0.25929090132422045,0.12003417343015806,0.0
22g00072,construction of road slope protection structure - stop aguinaldo-bug-ang rd - k0119 + 892 - k0119 + 934,roads,completed,100.0,Region VI,Region VI,10.709825,123.4071694,2022-03-02,2023-10-02,2022,regular infra,regular infra - gaa 2022 oo-1,9649929.83,0,37891,data/images/22g00072,6,2022-01-31,2022-07-24,2022-12-16,2023-05-10,2023-10-02,2023-11-01,data/images/22g00072/22g00072_road_mask.png,1.0,1.0,1.0,0.5393415830025683,0.3010740135419099,0.0,1.0,1.0,1.0,0.9384777025449451,0.6572495914078916,0.0,1.0,1.0,1.0,0.9105766985757646,0.6105533504552884,0.0,1.0,1.0,1.0,0.4015876721923885,0.1183749708148494,0.0,1.0,1.0,0.9689469997665188,0.21130049031053,0.07646509455988793,0.0
23p00012,"construction of road, boliwong - abinuan - nattum - alimit, mayoyao, ifugao",roads,completed,100.0,Cordillera Administrative Region,Cordillera Administrative Region,16.8506583,121.2409139,2023-04-12,2024-04-30,2023,regular infra,regular infra - gaa 2023 cssp,241200480.0,0,46017,data/images/23p00012,6,2023-03-13,2023-07-17,2023-10-21,2024-01-25,2024-04-30,2024-05-30,data/images/23p00012/23p00012_road_mask.png,1.0,1.0,1.0,0.003968253968253968,0.0,0.0,1.0,1.0,1.0,0.996031746031746,0.8630952380952381,0.0,1.0,1.0,1.0,0.6646825396825397,0.3611111111111111,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.015873015873015872,0.0,0.0,0.0
19l00196,"construction of concrete road - nabunturan - maco road (mainit - nabunturan - masara, maco), davao de oro 2nd ld",roads,completed,100.0,Region XI,Region XI,7.4504119,126.0461447,2020-12-21,2022-11-30,2019,outside infra,outside infra - contingent fund 2019 extended,39784410.45,0,11487,data/images/19l00196,6,2020-11-21,2021-06-16,2021-12-10,2022-06-05,2022-11-30,2022-12-30,data/images/19l00196/19l00196_road_mask.png,1.0,1.0,1.0,0.6073582629674307,0.30790108564535584,0.0,1.0,1.0,1.0,0.7310012062726177,0.4837153196622437,0.0,1.0,1.0,1.0,0.586248492159228,0.3091073582629674,0.0,1.0,1.0,1.0,0.31272617611580217,0.18395657418576597,0.0,1.0,1.0,1.0,0.19149577804583837,0.06242460796139928,0.0
22p00089,"construction of road, bayating - makidot - dacaan saddle, atok, benguet",roads,completed,100.0,Cordillera Administrative Region,Cordillera Administrative Region,16.5336,120.718444,2022-08-26,2023-12-09,2022,regular infra,regular infra - gaa 2022 cssp,96500000.0,0,27908,data/images/22p00089,6,2022-07-27,2022-12-21,2023-04-18,2023-08-13,2023-12-09,2024-01-08,data/images/22p00089/22p00089_road_mask.png,1.0,1.0,0.9822198275862069,0.11206896551724138,0.016433189655172414,0.0,1.0,1.0,0.9913793103448276,0.04768318965517242,0.008081896551724138,0.0,1.0,1.0,0.9951508620689655,0.37122844827586204,0.19423491379310345,0.0,1.0,1.0,1.0,0.46955818965517243,0.21282327586206898,0.0,1.0,1.0,0.5105064655172413,0.0018857758620689656,0.0,0.0
24oa0031,"asset preservation program - construction/upgrading/rehabilitation of drainage along national roads - tertiary roads, gov a pascual st. - k0012 + 262 - k0012+805, navotas city",roads,completed,100.0,National Capital Region,Malabon-Navotas DEO,14.6621389,120.943275,2024-02-12,2025-03-25,2024,regular infra,regular infra - gaa 2024 oo-1,37239725.1,0,24748,data/images/24oa0031,6,2024-01-13,2024-05-23,2024-09-02,2024-12-13,2025-03-25,2025-04-24,data/images/24oa0031/24oa0031_road_mask.png,1.0,1.0,0.9732435271581289,0.17617252672557623,0.1008774640054378,0.0,1.0,1.0,0.7885744299573627,0.023203361552246185,0.005097942285114008,0.0,1.0,1.0,0.7413334981153061,0.04118519433973923,0.020051906321448435,0.0,1.0,1.0,0.9276092195513811,0.1523203361552246,0.04807514057962059,0.0,1.0,1.0,0.9785268491627016,0.18748068961255637,0.08647963912747945,0.0
23fn0020,"cssp: sustainable infrastructure projects alleviating gaps (sipag) - access roads and/or bridges from the national roads/s leading to major/strategic public buildings/facilities - construction of bagoladio - inoyonan suburban road, bula, camarines sur",roads,completed,100.0,Region V,Camarines Sur 5th DEO,13.4204764,123.2345361,2023-04-11,2024-11-20,2023,regular infra,regular infra - gaa 2023 cssp,72374008.64,0,11346,data/images/23fn0020,6,2023-03-12,2023-09-05,2024-01-30,2024-06-25,2024-11-20,2024-12-20,data/images/23fn0020/23fn0020_road_mask.png,1.0,1.0,1.0,0.4674618487984564,0.29415891948780915,0.0,1.0,1.0,0.9975442904753552,0.644097526749693,0.47781091036660234,0.0,1.0,1.0,0.991755832310121,0.4085248202069812,0.25363971233117,0.0,1.0,1.0,0.871075249956148,0.04981582178565164,0.00999824592176811,0.0,1.0,1.0,0.1405016663743203,0.0,0.0,0.0
23c00114,"network development program- construction of by-pass and diversion roads, pulilan-baliuag diversion road, province of bulacan",roads,completed,100.0,Region III,Region III,14.9425591,120.8363982,2023-06-26,2024-10-02,2023,regular infra,regular infra - gaa 2023 oo-1,74879550.39,0,722,data/images/23c00114,6,2023-05-27,2023-10-20,2024-02-13,2024-06-08,2024-10-02,2024-11-01,data/images/23c00114/23c00114_road_mask.png,1.0,1.0,0.9738034998945815,0.24183006535947713,0.08639047016656125,0.0,1.0,1.0,0.9346932321315623,0.1364642631246047,0.05065359477124183,0.0,1.0,1.0,0.9360636727809404,0.09340080118068733,0.02999156651908075,0.0,1.0,1.0,1.0,0.64505587181109,0.410236137465739,0.0,1.0,1.0,0.9998945814885094,0.5813830908707569,0.39205144423360744,0.0
22p00006,"organizational outcome 1: ensure safe and reliable national road system - network development program: construction of missing links/new roads baguio - la trinidad - itogon - sablan tuba and tublay, labey - lacamen provincial road (section 4a of  blistt o",roads,completed,100.0,Cordillera Administrative Region,Cordillera Administrative Region,16.4834911,120.675805,2022-03-24,2023-04-12,2022,regular infra,regular infra - gaa 2022 oo-1,164050000.0,0,32458,data/images/22p00006,6,2022-02-22,2022-06-28,2022-10-02,2023-01-06,2023-04-12,2023-05-12,data/images/22p00006/22p00006_road_mask.png,1.0,1.0,0.9995496847793456,0.33608525968177727,0.13614530171119785,0.0,1.0,1.0,1.0,0.5340738516961874,0.2236565595917142,0.0,1.0,1.0,1.0,0.41143800660462326,0.13209246472530772,0.0,1.0,1.0,1.0,0.1421495046532573,0.02536775743020114,0.0,1.0,1.0,0.9867907535274693,0.11498048634043831,0.022215550885619936,0.0
20l00060,"construction of gravel road-alternate road from region xi to region x,  package a, davao del norte",roads,completed,100.0,Region XI,Region XI,7.6089861,125.4223978,2020-03-23,2021-07-31,2020,regular infra,regular infra - gaa 2020 oo-1,100719830.29,0,11487,data/images/20l00060,6,2020-02-22,2020-07-24,2020-11-25,2021-03-29,2021-07-31,2021-08-30,data/images/20l00060/20l00060_road_mask.png,1.0,1.0,1.0,0.897764380808842,0.7209243908565687,0.0,1.0,1.0,1.0,0.5403165033911078,0.35468475257473,0.0,1.0,1.0,1.0,0.2984174830444612,0.10072846018588294,0.0,1.0,1.0,0.8995227329816629,0.2614920874152223,0.12007033408691284,0.0,1.0,1.0,0.9783973875910575,0.1434312986686762,0.07410198442602361,0.0
20fm0027,"local program - construction of concrete road, brgy. luna, san jacinto, masbate.",roads,completed,100.0,Region V,Masbate 1st DEO,12.5364131,123.7111486,2020-09-22,2023-03-10,2020,regular infra,regular infra - gaa 2020 lp,30974850.11,0,34105,data/images/20fm0027,6,2020-08-23,2021-05-04,2021-12-15,2022-07-28,2023-03-10,2023-04-09,data/images/20fm0027/20fm0027_road_mask.png,1.0,1.0,0.9212690951821386,0.041128084606345476,0.0039169604386995694,0.0,1.0,1.0,0.9623971797884842,0.10301605953779867,0.04974539757148453,0.0,1.0,1.0,1.0,0.14375244810027418,0.07403055229142186,0.0,1.0,1.0,0.8597728162945554,0.2573443008225617,0.10654132393262829,0.0,1.0,1.0,0.8390129259694477,0.21386603995299647,0.07638072855464159,0.0
20k00221,"construction of by-pass and diversion roads, sayre highway parallel road i (libona - manolo fortich - impasug-ong section), package 11, bukidnon",roads,completed,100.0,Region X,Region X,8.217685,124.9570492,2020-12-07,2021-12-21,2020,regular infra,regular infra - gaa 2020 oo-1,109924250.88,0,6506,data/images/20k00221,6,2020-11-07,2021-03-11,2021-06-14,2021-09-17,2021-12-21,2022-01-20,data/images/20k00221/20k00221_road_mask.png,1.0,1.0,0.9979057591623036,0.3198550140958518,0.16093435360451067,0.0,1.0,1.0,0.9934756343133306,0.06790173177607732,0.014095851792186871,0.0,1.0,1.0,0.9672976238421265,0.08997180829641563,0.030124848973016514,0.0,1.0,1.0,0.9440998791784132,0.1819573097060008,0.06033024567055981,0.0,1.0,1.0,0.9883205799436166,0.14796616995569875,0.04019331453886428,0.0
22jg0030,"construction/improvement of access roads leading to declared tourism destinations (tourism road infrastructure program - trip) along crj - tultulan - concepcion leading to tubod spring, tabina, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 2nd DEO,7.3997825,123.4181593,2022-02-28,2023-10-02,2022,regular infra,regular infra - gaa 2022 cssp,8449580.36,0,33066,data/images/22jg0030,6,2022-01-29,2022-07-23,2022-12-15,2023-05-09,2023-10-02,2023-11-01,data/images/22jg0030/22jg0030_road_mask.png,1.0,1.0,1.0,0.8429752066115702,0.3750356226845255,0.0,1.0,1.0,1.0,0.7725847819891707,0.42405243659162156,0.0,1.0,1.0,1.0,0.20205186662866914,0.09489883157594756,0.0,1.0,1.0,1.0,0.07466514676546024,0.001994870333428327,0.0,1.0,1.0,1.0,0.013679110857794243,0.0,0.0
23nf0005,"construction of road, brgy. bongdo to brgy. nuevo campo, san benito, surigao del norte",roads,completed,100.0,Region XIII,Surigao del Norte 1st DEO,9.9271064,126.026405,2023-02-23,2024-12-16,2023,regular infra,regular infra - gaa 2023 cssp,42990745.44,0,40441,data/images/23nf0005,6,2023-01-24,2023-08-07,2024-01-20,2024-07-03,2024-12-16,2025-01-15,data/images/23nf0005/23nf0005_road_mask.png,1.0,1.0,1.0,0.691,0.366,0.0,1.0,1.0,1.0,0.879,0.535,0.0,1.0,1.0,1.0,0.961,0.518,0.0,1.0,1.0,1.0,0.432,0.168,0.0,1.0,1.0,0.996,0.001,0.0,0.0
21k00157,"construction/improvement of access roads leading to trades, industries and economic zones (roll-it) construction of northern bukidnon agri-industrial economic zone, road network development project (package 2), baungon, bukidnon",roads,completed,100.0,Region X,Region X,8.3319153,124.6457208,2021-07-23,2023-03-27,2021,regular infra,regular infra - gaa 2021 cssp,151504733.64,0,6506,data/images/21k00157,6,2021-06-23,2021-12-23,2022-05-25,2022-10-25,2023-03-27,2023-04-26,data/images/21k00157/21k00157_road_mask.png,1.0,1.0,1.0,0.29169435215946843,0.13067552602436322,0.0,1.0,1.0,1.0,0.40863787375415284,0.20919158361018825,0.0,1.0,1.0,1.0,0.4449612403100775,0.20564784053156146,0.0,1.0,1.0,1.0,0.5903654485049834,0.29091915836101884,0.0,1.0,1.0,0.9871539313399779,0.17419712070874863,0.046511627906976744,0.0
22d00067,"fy 2022 dpwh infrastructure programorganizational outcome 1:ensure safe and reliable national road systemnetwork development programconstruction of by-pass and diversion roadsalaminos - san pablo city by-pass road (package g), laguna",roads,completed,100.0,Region IV-A,Region IV-A,14.0291989,121.3114781,2022-03-14,2023-12-10,2022,regular infra,regular infra - gaa 2022 oo-1,38619501.11,0,17426,data/images/22d00067,6,2022-02-12,2022-08-20,2023-01-26,2023-07-04,2023-12-10,2024-01-09,data/images/22d00067/22d00067_road_mask.png,1.0,1.0,1.0,0.7242368367137881,0.4541077648022946,0.0,1.0,1.0,1.0,0.5699651710715017,0.29768490063511577,0.0,1.0,1.0,0.9662978897766851,0.16523253431673837,0.0668920303216554,0.0,1.0,1.0,1.0,0.44345421020282727,0.16728129481663592,0.0,1.0,1.0,0.9996926859250154,0.26828518746158575,0.10684286006965786,0.0
22fg0016,"construction / improvement of access roads leading to seaports (kalsada tungo sa paliparan, riles at daungan program - katuparan) jct. guijalo-san vicente road leading to san vicente port - sta.6+350.00 - sta.7+600.00, caramoan, camarines sur",roads,completed,100.0,Region V,Camarines Sur 4th DEO,13.7327028,123.9107139,2022-03-17,2023-11-21,2022,regular infra,regular infra - gaa 2022 cssp,49614510.0,0,34709,data/images/22fg0016,6,2022-02-15,2022-08-17,2023-01-18,2023-06-20,2023-11-21,2023-12-21,data/images/22fg0016/22fg0016_road_mask.png,1.0,1.0,1.0,0.39733478379113407,0.16752787598585803,0.0,1.0,1.0,1.0,0.6665760130541202,0.4049496872450367,0.0,1.0,1.0,1.0,0.8564046777264074,0.6921403317922219,0.0,1.0,1.0,1.0,0.44628773456622245,0.18602121294533588,0.0,1.0,1.0,1.0,0.3807451726951319,0.13353277128093555,0.0
19dc0050,"convergence and special support program, construction/improvement of access roads leading to declared tourism destinations, taal lake circumferential road (agoncillo section), agoncillo, batangas",roads,completed,100.0,Region IV-A,Batangas 3rd DEO,13.9371728,120.9465053,2019-08-13,2021-05-03,2019,regular infra,regular infra - gaa 2019 cssp,72373797.38,0,13487,data/images/19dc0050,6,2019-07-14,2020-01-17,2020-06-22,2020-11-26,2021-05-03,2021-06-02,data/images/19dc0050/19dc0050_road_mask.png,1.0,1.0,0.9757423672103722,0.14203262233375158,0.041070681723128395,0.0,1.0,1.0,0.9370974487662066,0.043663739021329986,0.015976578837306566,0.0,1.0,1.0,0.9027185278126307,0.060476787954830614,0.03094939355918026,0.0,1.0,1.0,0.9600167294019238,0.12496863237139272,0.05922208281053953,0.0,1.0,1.0,0.8347135089920535,0.04040150564617315,0.015391049769970723,0.0
19k00122,"construction of missing links/new roads, east-west lateral road connecting agusan del sur/agusan del norte to bukidnon, damay-calabugao-adtolawon road, package 17, bukidnon",roads,completed,100.0,Region X,Region X,8.4733494,125.2247567,2019-07-08,2022-04-29,2019,regular infra,regular infra - gaa 2019 oo-1,101610178.35,0,36079,data/images/19k00122,6,2019-06-08,2020-03-20,2020-12-02,2021-08-15,2022-04-29,2022-05-29,data/images/19k00122/19k00122_road_mask.png,1.0,1.0,1.0,0.5,0.20121614151464898,0.0,1.0,1.0,1.0,0.7689331122166944,0.41625207296849087,0.0,1.0,1.0,1.0,0.32393587617468217,0.2037037037037037,0.0,1.0,1.0,1.0,0.3327805417357656,0.1384742951907131,0.0,1.0,1.0,1.0,0.5298507462686567,0.39911553344389167,0.0
19g00038,"construction of concrete road - silay-patag-cadiz-calatrava road, negros occidental",roads,completed,100.0,Region VI,Region VI,10.677775,123.3272083,2019-06-26,2020-07-18,2019,regular infra,regular infra - gaa 2019 oo-1,131418163.9,0,33467,data/images/19g00038,6,2019-05-27,2019-10-01,2020-01-06,2020-04-12,2020-07-18,2020-08-17,data/images/19g00038/19g00038_road_mask.png,1.0,1.0,1.0,0.8776298840704165,0.5242593387720051,0.0,1.0,1.0,1.0,0.6500644053241734,0.2889652211249463,0.0,1.0,1.0,1.0,0.47402318591670245,0.19665092314297983,0.0,1.0,1.0,1.0,0.34177758694718763,0.1112065264061829,0.0,1.0,1.0,0.5629025332760842,0.0317732932589094,0.0021468441391155,0.0
19eb0014,"construction of concrete road - victoria sablayan (mindoro cross island road), phase vii, occidental mindoro, sablayan, occidental mindoro",roads,completed,100.0,Region IV-B,Mindoro Occidental DEO,12.9860902,120.9187894,2019-06-25,2021-03-22,2019,regular infra,regular infra - gaa 2019 oo-1,48988241.95,0,27150,data/images/19eb0014,6,2019-05-26,2019-12-01,2020-05-08,2020-10-14,2021-03-22,2021-04-21,data/images/19eb0014/19eb0014_road_mask.png,1.0,1.0,1.0,0.4587092297015961,0.1845940319222762,0.0,1.0,1.0,1.0,0.08882720333102012,0.0006939625260235947,0.0,1.0,1.0,1.0,0.12699514226231784,0.030534351145038167,0.0,1.0,1.0,1.0,0.2609299097848716,0.016655100624566273,0.0,1.0,1.0,1.0,0.19986120749479527,0.02220680083275503,0.0
