contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path
19k00072,"construction of by-pass and diversion roads, puerto-claveria by-pass road, (claveria section), package 4, misamis oriental 2nd ld",roads,completed,100.0,Region X,Region X,8.5989003,124.8521808,2019-07-26,2021-12-21,2019,regular infra,regular infra - gaa 2019 oo-1,138608790.6,0,10759,data/images/19k00072,6,2019-06-26,2020-03-01,2020-10-07,2021-05-15,2021-12-21,2022-01-20,data/images/19k00072/19k00072_road_mask.png
20ib0084,"construction of concrete road along arteche - brgy. catumsan - jipapad - las navas - catubig - rawis road, package 3, jipapad, eastern samar",roads,completed,100.0,Region VIII,Eastern Samar DEO,12.29415,125.205655,2020-12-03,2021-12-20,2020,regular infra,regular infra - gaa 2020 oo-1,19599977.24,0,6302,data/images/20ib0084,6,2020-11-03,2021-03-08,2021-06-12,2021-09-15,2021-12-20,2022-01-19,data/images/20ib0084/20ib0084_road_mask.png
20hk0066,"organizational outcome 1: ensure safe and reliable national road system-network development program-construction of by-pass and diversion roads @ metro dumaguete diversion road, package 1, negros oriental",roads,completed,100.0,Negros Island Region,Negros Oriental 2nd DEO,9.2805163,123.2762721,2020-02-19,2022-04-04,2020,regular infra,regular infra - gaa 2020 oo-1,44438818.5,0,21962,data/images/20hk0066,6,2020-01-20,2020-08-30,2021-03-12,2021-09-22,2022-04-04,2022-05-04,data/images/20hk0066/20hk0066_road_mask.png
23b00026,"oo1: ensure safe and reliable national road system: network development program: construction of by-pass and diversion roads -tuguegarao west diversion road (jct. carig - linao - atulayan - bagay - buntun), package 3, cagayan",roads,completed,100.0,Region II,Region II,17.6507319,121.7154797,2023-03-09,2024-04-01,2023,regular infra,regular infra - gaa 2023 oo-1,100359920.05,0,37603,data/images/23b00026,6,2023-02-07,2023-06-14,2023-09-19,2023-12-25,2024-04-01,2024-05-01,data/images/23b00026/23b00026_road_mask.png
20ii0056,"construction/rehabilitation/concreting of san jose-roxas-hitapian road, brgy. san jose, catubig, northern samar",roads,completed,100.0,Region VIII,Northern Samar 2nd DEO,12.37417,125.10925,2020-11-23,2021-12-05,2020,regular infra,regular infra - gaa 2020 lp,19203455.46,0,35677,data/images/20ii0056,6,2020-10-24,2021-02-25,2021-05-30,2021-09-01,2021-12-05,2022-01-04,data/images/20ii0056/20ii0056_road_mask.png
20nc0036,"construction of by-pass and diversion roads, san francisco (nrj) hubang-sta. ana-san isidro) by pass road (daang maharlika alternative route) agusan del sur",roads,completed,100.0,Region XIII,Agusan del Sur 2nd DEO,8.4946478,125.9759597,2020-03-10,2021-07-10,2020,regular infra,regular infra - gaa 2020 oo-1,95499996.78,0,16712,data/images/20nc0036,6,2020-02-09,2020-07-09,2020-11-08,2021-03-10,2021-07-10,2021-08-09,data/images/20nc0036/20nc0036_road_mask.png
20lb0065,construction of drainage structure - daang maharlika (mn) - k1495 + 768 - k1497 + 211,roads,completed,100.0,Region XI,Davao City DEO,7.1574694,125.6571444,2020-12-10,2022-06-30,2020,regular infra,regular infra - gaa 2020 oo-1,92254000.0,0,10433,data/images/20lb0065,6,2020-11-10,2021-04-30,2021-09-19,2022-02-08,2022-06-30,2022-07-30,data/images/20lb0065/20lb0065_road_mask.png
19k00119,"construction of missing links/new roads, east-west lateral road connecting agusan del sur/agusan del norte to bukidnon, cabanglasan-bukidnon bdry. (brgy. makilos), package 7, bukidnon",roads,completed,100.0,Region X,Region X,8.0467444,125.3665556,2019-07-03,2020-09-27,2019,regular infra,regular infra - gaa 2019 oo-1,139158881.29,0,7249,data/images/19k00119,6,2019-06-03,2019-10-24,2020-02-14,2020-06-06,2020-09-27,2020-10-27,data/images/19k00119/19k00119_road_mask.png
22ef0045,"construction of dumangueña road (phase 2), brgy. dumangueña, narra, palawan",roads,completed,100.0,Region IV-B,Palawan 2nd DEO,8.4390934,117.2807189,2022-02-21,2023-07-04,2022,regular infra,regular infra - gaa 2022 cssp,23028624.6,0,17108,data/images/22ef0045,6,2022-01-22,2022-06-25,2022-10-28,2023-03-01,2023-07-04,2023-08-03,data/images/22ef0045/22ef0045_road_mask.png
22cc0303,"construction of farm to market road at brgy. longos, calumpit, bulacan",roads,completed,100.0,Region III,Bulacan 1st DEO,14.8729369,120.7798387,2022-04-06,2023-05-22,2022,outside infra,outside infra - gaa 2022 da fmr,29849265.64,0,46817,data/images/22cc0303,6,2022-03-07,2022-07-17,2022-10-28,2023-02-08,2023-05-22,2023-06-21,data/images/22cc0303/22cc0303_road_mask.png
21bc0064,"convergence and special support program- construction/improvement of access roads leading to declared tourism destinations (tourism road infrastructure program-trip)-claveria bay view boulevard including access road, claveria, cagayan",roads,completed,100.0,Region II,Cagayan 2nd DEO,18.6215861,121.0950694,2021-11-26,2023-02-22,2021,regular infra,regular infra - gaa 2021 cssp,29294500.0,0,7912,data/images/21bc0064,6,2021-10-27,2022-03-19,2022-07-10,2022-10-31,2023-02-22,2023-03-24,data/images/21bc0064/21bc0064_road_mask.png
21a00119,"construction of by-pass and diversion roads -lingayen-binmaley bypass road, binmaley side, pangasinan",roads,completed,100.0,Region I,Region I,16.0232767,120.2716583,2021-03-19,2022-04-13,2021,regular infra,regular infra - gaa 2021 oo-1,19575140.0,0,37225,data/images/21a00119,6,2021-02-17,2021-06-24,2021-09-30,2022-01-05,2022-04-13,2022-05-13,data/images/21a00119/21a00119_road_mask.png
24ge0005,"construction of concrete road-sitio talungon (tangaw bridge)-sitio tumanda road access to payag payag sa san lorenzo, municipal hall, wind mill site, cabano roro wharf, pasalubong center, tumanda wharf at san lorenzo, guimaras",roads,completed,100.0,Region VI,Guimaras DEO,10.5758987,122.7012537,2024-02-08,2025-04-18,2024,regular infra,regular infra - gaa 2024 cp,10191909.53,0,7063,data/images/24ge0005,6,2024-01-09,2024-05-26,2024-09-12,2024-12-30,2025-04-18,2025-05-18,data/images/24ge0005/24ge0005_road_mask.png
21pc0036,"local roads and bridges-local roads-local infrastructure program-construction/improvement of butao-pulot road, calanasan, apayao",roads,completed,100.0,Cordillera Administrative Region,Apayao 2nd DEO,18.1057389,120.9956806,2021-12-01,2022-12-12,2021,regular infra,regular infra - gaa 2021 lp,4752218.87,0,43554,data/images/21pc0036,6,2021-11-01,2022-03-05,2022-06-07,2022-09-09,2022-12-12,2023-01-11,data/images/21pc0036/21pc0036_road_mask.png
19g00037,"construction of concrete road - bacolod - negros occidental economic highway, (section 1), package e, negros occidental",roads,completed,100.0,Region VI,Region VI,10.8462569,123.0602128,2019-06-26,2020-11-16,2019,regular infra,regular infra - gaa 2019 oo-1,93150037.16,0,17162,data/images/19g00037,6,2019-05-27,2019-10-31,2020-03-06,2020-07-11,2020-11-16,2020-12-16,data/images/19g00037/19g00037_road_mask.png
22lb0328,"construction of road with drainage, barangaytalomo, davao city",roads,completed,100.0,Region XI,Davao City DEO,7.0493384,125.5481421,2022-06-27,2023-07-30,2022,regular infra,regular infra - gaa 2022 cssp,39200000.0,0,42890,data/images/22lb0328,6,2022-05-28,2022-10-04,2023-01-12,2023-04-21,2023-07-30,2023-08-29,data/images/22lb0328/22lb0328_road_mask.png
21c00073,"local program-local infrastructure program, local roads and bridges, local roads, construction of baler bypass road, baler, aurora",roads,completed,100.0,Region III,Region III,15.7627313,121.5527491,2022-03-29,2024-04-03,2021,regular infra,regular infra - gaa 2021 lp,262999990.03,0,2622,data/images/21c00073,6,2022-02-27,2022-09-29,2023-04-01,2023-10-02,2024-04-03,2024-05-03,data/images/21c00073/21c00073_road_mask.png
21dk0132,construction of by-pass and diversion roads jct. daang maharlika - tayabas by-pass road quezon eco-tourism road extension (package c),roads,terminated,100.0,Region IV-A,Quezon 1st DEO,13.9768028,121.5817194,2021-09-29,2023-04-28,2021,regular infra,regular infra - gaa 2021 oo-1,16607902.94,0,36079,data/images/21dk0132,6,2021-08-30,2022-02-20,2022-07-14,2022-12-05,2023-04-28,2023-05-28,data/images/21dk0132/21dk0132_road_mask.png
22pe0082,"construction of road of tamangan-pacac at brgy. tadiangan, tuba, benguet",roads,completed,100.0,Cordillera Administrative Region,Benguet 1st DEO,16.4159222,120.5504778,2022-09-19,2023-10-27,2022,regular infra,regular infra - gaa 2022 cssp,9897252.0,0,40604,data/images/22pe0082,6,2022-08-20,2022-12-28,2023-04-08,2023-07-18,2023-10-27,2023-11-26,data/images/22pe0082/22pe0082_road_mask.png
20j00048,"construction of by-pass and diversion - labangan - pagadian city - dumalinao by-pass road, package a, zamboanga del sur",roads,completed,100.0,Region IX,Region IX,7.8652341,123.3829526,2020-02-21,2021-02-26,2020,regular infra,regular infra - gaa 2020 oo-1,100370702.32,0,10471,data/images/20j00048,6,2020-01-22,2020-05-23,2020-08-24,2020-11-25,2021-02-26,2021-03-28,data/images/20j00048/20j00048_road_mask.png
22je0082,"sustainable infrastructure projects alleviating gaps (sipag) construction of road, dao, pagadian city, zamboanga del sur (phase 1)",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,7.8444359,123.434155,2022-08-31,2023-12-14,2022,regular infra,regular infra - gaa 2022 cssp,76941296.5,0,18052,data/images/22je0082,6,2022-08-01,2022-12-26,2023-04-23,2023-08-18,2023-12-14,2024-01-13,data/images/22je0082/22je0082_road_mask.png
19g00075,"construction of asphalt road - san remegio - bugo - gen. fullon - valderrama, antique",roads,completed,100.0,Region VI,Region VI,10.9364347,122.1350083,2019-08-27,2022-12-26,2019,regular infra,regular infra - gaa 2019 oo-1,106129656.94,0,8576,data/images/19g00075,6,2019-07-28,2020-06-26,2021-04-26,2022-02-24,2022-12-26,2023-01-25,data/images/19g00075/19g00075_road_mask.png
22gh0063,"construction of concrete road - barotac viejo bypass road, iloilo",roads,completed,100.0,Region VI,Iloilo 3rd DEO,11.0307269,122.8460247,2022-02-22,2023-08-17,2022,regular infra,regular infra - gaa 2022 oo-1,91500000.0,0,9246,data/images/22gh0063,6,2022-01-23,2022-07-07,2022-11-19,2023-04-03,2023-08-17,2023-09-16,data/images/22gh0063/22gh0063_road_mask.png
20bc0072,"construction/improvement of access roads leading to trades, industries and economic zones-cabatacan east barangay road to jct. logac-lasam-gagabutan road connecting to cacao plantation and processing, cabatacan east, lasam, cagayan",roads,completed,100.0,Region II,Cagayan 2nd DEO,18.0749472,121.4961472,2020-02-17,2021-05-31,2020,regular infra,regular infra - gaa 2020 cssp,14700000.0,0,24422,data/images/20bc0072,6,2020-01-18,2020-06-13,2020-10-08,2021-02-02,2021-05-31,2021-06-30,data/images/20bc0072/20bc0072_road_mask.png
22k00061,"construction of by-pass & diversion roads, cagayan de oro coastal road (gusa-igpit section), lapasan (package 1), cagayan de oro city (k0+220.00-k0+540.00)",roads,completed,100.0,Region X,Region X,8.4906238,124.660154,2022-03-30,2024-04-30,2022,regular infra,regular infra - gaa 2022 oo-1,139677384.41,0,23327,data/images/22k00061,6,2022-02-28,2022-10-06,2023-04-15,2023-10-22,2024-04-30,2024-05-30,data/images/22k00061/22k00061_road_mask.png
21n00041,"construction of daang maharlika alternate route (nrj- mayor democrito d. plaza ii ave- las nieves- sibagat), package 5, agusan del sur",roads,completed,100.0,Region XIII,Region XIII,8.7949046,125.6771004,2021-04-26,2022-07-31,2021,regular infra,regular infra - gaa 2021 lp,101324767.57,0,14332,data/images/21n00041,6,2021-03-27,2021-08-19,2021-12-12,2022-04-06,2022-07-31,2022-08-30,data/images/21n00041/21n00041_road_mask.png
20m00036,"construction of missing links/new roads - surallah-t'boli-san jose road, (general santos city), package 7, sta. 28+857.00-sta. 31+871.42, t'boli, south                               cotabato",roads,completed,100.0,Region XII,Region XII,6.16265,124.8604806,2020-03-23,2021-03-31,2020,regular infra,regular infra - gaa 2020 oo-1,144658189.04,0,7040,data/images/20m00036,6,2020-02-22,2020-06-24,2020-09-25,2020-12-27,2021-03-31,2021-04-30,data/images/20m00036/20m00036_road_mask.png
19g00011,"construction of gravel road - iloilo r-1 bypass road, iloilo",roads,completed,100.0,Region VI,Region VI,10.7169991,122.4640285,2019-06-26,2021-06-20,2019,regular infra,regular infra - gaa 2019 oo-1,84745090.98,0,6995,data/images/19g00011,6,2019-05-27,2019-12-24,2020-06-22,2020-12-20,2021-06-20,2021-07-20,data/images/19g00011/19g00011_road_mask.png
22d00005,fy 2022 dpwh infrastructure program oo1: ensure safe and reliable national road systemnetwork development programconstruction of flyovers / interchanges / underpasses / long span bridgesaguinaldo highway - governors drive interchange,roads,terminated,0.0,Region IV-A,Region IV-A,14.3004361,120.9561472,2022-03-01,2024-08-14,2022,regular infra,regular infra - gaa 2022 oo-1,0.0,0,32378,data/images/22d00005,6,2022-01-30,2022-10-11,2023-05-23,2024-01-02,2024-08-14,2024-09-13,data/images/22d00005/22d00005_road_mask.png
20fk0021,"local program;construction/repair/rehabilitation/improvement of various infrastructure including local projects-construction of cagtalaba-cagbolo barangay road magallanes, sorsogon",roads,completed,100.0,Region V,Sorsogon DEO,12.8689296,123.877323,2020-03-04,2021-06-15,2020,regular infra,regular infra - gaa 2020 lp,47536613.64,0,20240,data/images/20fk0021,6,2020-02-03,2020-06-29,2020-10-24,2021-02-18,2021-06-15,2021-07-15,data/images/20fk0021/20fk0021_road_mask.png
19n00037,"construction/ improvement of access roads leading to declared tourism destinations - nrj - butuan city - mayor democrito d. plaza ii ave. road leading to mt. mayapay (delta - discovery park), sitio matin-ao, bonbon, butuan city, agusan del norte",roads,completed,100.0,Region XIII,Region XIII,8.8808508,125.4873264,2019-07-16,2020-11-04,2019,regular infra,regular infra - gaa 2019 cssp,106149130.5,0,14437,data/images/19n00037,6,2019-06-16,2019-11-12,2020-03-10,2020-07-07,2020-11-04,2020-12-04,data/images/19n00037/19n00037_road_mask.png
20l00107,"construction of concrete road - nhj dawan - mamali - macambol - magum - cabuaya road, mati city, package 2, davao oriental",roads,completed,100.0,Region XI,Region XI,6.899574,126.1506487,2020-09-23,2022-02-13,2020,regular infra,regular infra - gaa 2020 lp,258732404.95,0,14466,data/images/20l00107,6,2020-08-24,2021-01-28,2021-06-04,2021-10-09,2022-02-13,2022-03-15,data/images/20l00107/20l00107_road_mask.png
22bd0091,organizational outcome 1: ensure safe and reliable national road system - network development program - construction of by-pass and diversion roads - tuguegarao- solana diversion rd (bridge),roads,completed,100.0,Region II,Cagayan 3rd DEO,17.6397639,121.6828019,2022-09-28,2024-08-28,2022,regular infra,regular infra - gaa 2022 oo-1,74333950.0,0,34354,data/images/22bd0091,6,2022-08-29,2023-03-22,2023-09-13,2024-03-06,2024-08-28,2024-09-27,data/images/22bd0091/22bd0091_road_mask.png
20g00091,"construction of concrete road - muelle loney road extension, iloilo city",roads,terminated,100.0,Region VI,Region VI,10.7092731,122.5688438,2020-11-23,2023-02-02,2020,regular infra,regular infra - gaa 2020 lp,2511302.2,0,10177,data/images/20g00091,6,2020-10-24,2021-06-11,2021-12-28,2022-07-16,2023-02-02,2023-03-04,data/images/20g00091/20g00091_road_mask.png
21dq0018,organizational outcome 1: ensure safe and national road system-asset preservation program - construction/ upgrading/ rehabilitation of drainage along national roads - secondary roads - sta rosa-ulat- tagaytay rd - k0066 + 400 - k0066 + 708 and sta rosa-ul,roads,completed,100.0,Region IV-A,Cavite 3rd DEO,14.1957173,121.0198523,2021-05-20,2022-11-10,2021,regular infra,regular infra - gaa 2021 oo-1,56850613.84,0,35843,data/images/21dq0018,6,2021-04-20,2021-10-01,2022-02-13,2022-06-28,2022-11-10,2022-12-10,data/images/21dq0018/21dq0018_road_mask.png
21k00251,"construction of by-pass and diversion roads, oroquieta city bypass road, misamis occidental",roads,completed,100.0,Region X,Region X,8.4627561,123.7943239,2021-10-22,2023-04-24,2021,regular infra,regular infra - gaa 2021 oo-1,77598580.62,0,3771,data/images/21k00251,6,2021-09-22,2022-03-08,2022-07-23,2022-12-07,2023-04-24,2023-05-24,data/images/21k00251/21k00251_road_mask.png
22f00130,convergence and special support program-sustainable infrastructure projects alleviating gaps (sipag) -access roads and/or bridges from the national road/s leading to major/strategic public buildings/facilities-construction of provincial road(pantao to cam,roads,completed,100.0,Region V,Region V,13.2536279,123.3120972,2022-04-08,2023-12-20,2022,regular infra,regular infra - gaa 2022 cssp,239971250.28,0,15906,data/images/22f00130,6,2022-03-09,2022-09-10,2023-02-12,2023-07-17,2023-12-20,2024-01-19,data/images/22f00130/22f00130_road_mask.png
23m00021,"construction of concrete road - jct. davao-bukidnon road to brgy. san miguel leading to lupisan ecosites, sta. 1+882 - sta. 3+262, brgy. san miguel, arakan, north cotabato",roads,completed,100.0,Region XII,Region XII,7.38305,125.2604028,2023-06-09,2024-07-26,2023,regular infra,regular infra - gaa 2023 cssp,101322732.18,0,43053,data/images/23m00021,6,2023-05-10,2023-09-20,2024-01-01,2024-04-13,2024-07-26,2024-08-25,data/images/23m00021/23m00021_road_mask.png
23dq0065,"construction of road connecting barangay lumil and barangay cabangaan, silang, cavite",roads,completed,100.0,Region IV-A,Cavite 3rd DEO,14.1768386,121.0040817,2023-04-19,2024-12-09,2023,regular infra,regular infra - gaa 2023 cssp,19598979.28,0,51415,data/images/23dq0065,6,2023-03-20,2023-09-16,2024-02-13,2024-07-12,2024-12-09,2025-01-08,data/images/23dq0065/23dq0065_road_mask.png
20j00012,"construction of missing links/new roads - zamboanga del sur coastal road, brgy. biu-os - brgy. talanusa, zamboanga del sur",roads,completed,100.0,Region IX,Region IX,7.5282067,123.12839,2020-03-13,2021-12-31,2020,regular infra,regular infra - gaa 2020 oo-1,109228795.49,0,18052,data/images/20j00012,6,2020-02-12,2020-08-24,2021-02-05,2021-07-19,2021-12-31,2022-01-30,data/images/20j00012/20j00012_road_mask.png
19eh0061,"construction/repair/rehabilitation/improvement of various infrastructure local projects - bachawan to ilaya road leading to trangkalan falls, san agustin, romblon",roads,completed,100.0,Region IV-B,Romblon DEO,12.4698864,122.0915472,2019-07-08,2020-11-30,2019,regular infra,regular infra - gaa 2019 lp,9606170.64,0,22465,data/images/19eh0061,6,2019-06-08,2019-11-12,2020-03-19,2020-07-25,2020-11-30,2020-12-30,data/images/19eh0061/19eh0061_road_mask.png
21l00116,"construction of bypass road - matiao - magsaysay coastal road package 3, davao oriental",roads,completed,100.0,Region XI,Region XI,6.9423481,126.2255183,2021-04-26,2022-07-29,2021,regular infra,regular infra - gaa 2021 oo-1,120223423.46,0,25262,data/images/21l00116,6,2021-03-27,2021-08-18,2021-12-11,2022-04-05,2022-07-29,2022-08-28,data/images/21l00116/21l00116_road_mask.png
22jb0017,"construction of drainage structure along road- along dipolog - oroquieta national rd (s01039mn), k1831+440 - k1831+967.70.",roads,completed,100.0,Region IX,Zamboanga del Norte 2nd DEO,8.61404,123.3477567,2022-03-31,2024-07-29,2022,regular infra,regular infra - gaa 2022 oo-1,7089029.6,0,34930,data/images/22jb0017,6,2022-03-01,2022-10-29,2023-05-30,2023-12-29,2024-07-29,2024-08-28,data/images/22jb0017/22jb0017_road_mask.png
22lh0076,"construction of road at brgy. tagakpan-sirib-manuel guianga leading to plantations, calinan and tugbok district, davao city",roads,completed,100.0,Region XI,Davao City 2nd DEO,7.12065,125.4082181,2022-04-22,2023-04-27,2022,regular infra,regular infra - gaa 2022 cssp,86838527.18,0,43202,data/images/22lh0076,6,2022-03-23,2022-07-23,2022-10-24,2023-01-24,2023-04-27,2023-05-27,data/images/22lh0076/22lh0076_road_mask.png
23k00092,"construction of missing links/ new roads, puntian-arakan road, package 12, bukidnon",roads,completed,100.0,Region X,Region X,7.5220578,125.0711636,2023-02-13,2024-05-27,2023,regular infra,regular infra - gaa 2023 oo-1,95027777.88,0,17267,data/images/23k00092,6,2023-01-14,2023-06-10,2023-10-05,2024-01-30,2024-05-27,2024-06-26,data/images/23k00092/23k00092_road_mask.png
22d00061,"fy 2022 dpwh infrastructure programorganizational outcome 1:ensure safe and reliable national road systemnetwork development programconstruction of by-pass and diversion roads star tollway - pinamucan bypass, package i, batangas",roads,completed,100.0,Region IV-A,Region IV-A,13.7442367,121.0991011,2022-03-09,2023-12-14,2022,regular infra,regular infra - gaa 2022 oo-1,60848662.18,0,35410,data/images/22d00061,6,2022-02-07,2022-08-17,2023-01-25,2023-07-05,2023-12-14,2024-01-13,data/images/22d00061/22d00061_road_mask.png
22na0017,"construction of road (phase 2), sitio cadahon-dahonan to palo onse, brgy. poblacion ii, santiago, agusan del norte",roads,completed,100.0,Region XIII,Agusan del Norte DEO,9.2889032,125.5819907,2022-02-17,2023-11-12,2022,regular infra,regular infra - gaa 2022 cssp,21157958.74,0,23327,data/images/22na0017,6,2022-01-18,2022-07-25,2022-12-30,2023-06-06,2023-11-12,2023-12-12,data/images/22na0017/22na0017_road_mask.png
22dm0103,"construction of road along patabog - ilayang yuni, mulanay, quezon",roads,completed,100.0,Region IV-A,Quezon 3rd DEO,13.4525792,122.4499325,2022-04-04,2023-12-04,2022,regular infra,regular infra - gaa 2022 cssp,96500000.0,0,34778,data/images/22dm0103,6,2022-03-05,2022-09-03,2023-02-02,2023-07-04,2023-12-04,2024-01-03,data/images/22dm0103/22dm0103_road_mask.png
24ba0033,oo1: ensure safe and reliable national road system: asset preservation program- construction/upgrading / rehabilitation of drainage along national roads - tertiary roads; basco - mahatao - ivana - uyugan - imnajbu road - k0007+731-k0007+984,roads,completed,100.0,Region II,Batanes DEO,20.4084133,121.9344577,2024-03-26,2025-05-05,2024,regular infra,regular infra - gaa 2024 oo-1,29400000.0,0,38443,data/images/24ba0033,6,2024-02-25,2024-07-05,2024-10-14,2025-01-23,2025-05-05,2025-06-04,data/images/24ba0033/24ba0033_road_mask.png
23gp0011,"construction of concrete road - guintas-pinamalatican road, capiz",roads,completed,100.0,Region VI,Capiz 2nd DEO,11.4241883,122.6493383,2023-03-05,2024-03-08,2023,regular infra,regular infra - gaa 2023 oo-1,77186721.29,0,3466,data/images/23gp0011,6,2023-02-03,2023-06-05,2023-09-05,2023-12-06,2024-03-08,2024-04-07,data/images/23gp0011/23gp0011_road_mask.png
23gb0073,construction of roads brgy. maybunga- tapaz laua-an (phase 2),roads,completed,100.0,Region VI,Antique DEO,11.1592165,122.1462746,2023-04-11,2024-06-15,2023,regular infra,regular infra - gaa 2023 cssp,99000000.0,0,15906,data/images/23gb0073,6,2023-03-12,2023-07-27,2023-11-12,2024-02-28,2024-06-15,2024-07-15,data/images/23gb0073/23gb0073_road_mask.png
21o00013,"network development - construction of missing links / new roads - laguna lake highway extension (phase 2), taguig city",roads,completed,100.0,National Capital Region,National Capital Region,14.4843378,121.0626756,2021-08-12,2022-11-21,2021,regular infra,regular infra - gaa 2021 oo-1,112389460.95,0,8789,data/images/21o00013,6,2021-07-13,2021-12-06,2022-04-02,2022-07-27,2022-11-21,2022-12-21,data/images/21o00013/21o00013_road_mask.png
20l00042,"construction of concrete road-mahayag-gatungan-callawa diversion road, davao city",roads,completed,100.0,Region XI,Region XI,7.2185442,125.593045,2020-03-18,2021-04-15,2020,regular infra,regular infra - gaa 2020 oo-1,51855670.47,0,22313,data/images/20l00042,6,2020-02-17,2020-06-24,2020-09-30,2021-01-06,2021-04-15,2021-05-15,data/images/20l00042/20l00042_road_mask.png
19dq0097,"local program - construction/ repair/ rehabilitation/ improvement of various infrastructure including local projects - local roads and bridges - local roads - widening of mayors blvd., gma, cavite and widening of congressional ave., gma, cavite",roads,completed,100.0,Region IV-A,Region IV-A,14.3196852,121.0279,2019-08-07,2020-11-20,2019,regular infra,regular infra - gaa 2019 lp,38999029.25,0,28091,data/images/19dq0097,6,2019-07-08,2019-12-02,2020-03-29,2020-07-25,2020-11-20,2020-12-20,data/images/19dq0097/19dq0097_road_mask.png
22m00086,"construction of missing links/ new roads - surallah-tboli-san jose road, gen. santos city, sta. 49+716 - sta. 51+300, tboli, south cotabato",roads,completed,100.0,Region XII,Region XII,6.0783348,124.9732681,2022-05-10,2023-10-25,2022,regular infra,regular infra - gaa 2022 oo-1,101271934.34,0,7040,data/images/22m00086,6,2022-04-10,2022-09-20,2023-01-31,2023-06-13,2023-10-25,2023-11-24,data/images/22m00086/22m00086_road_mask.png
22lg0021,"construction of road, nhj buso-so.paypay-tagbinonga-so.calatagan, calapagan so. matigdao, davao oriental",roads,completed,100.0,Region XI,Davao Oriental 2nd DEO,7.1203671,126.1696421,2022-02-23,2023-08-31,2022,regular infra,regular infra - gaa 2022 cssp,23766718.2,0,43053,data/images/22lg0021,6,2022-01-24,2022-07-11,2022-11-27,2023-04-14,2023-08-31,2023-09-30,data/images/22lg0021/22lg0021_road_mask.png
22p00105,"construction of road, camp 1 - tabaan sur - tabaan norte - taloy sur road to marcos highway, tuba, benguet",roads,completed,100.0,Cordillera Administrative Region,Cordillera Administrative Region,16.3124861,120.5474778,2022-08-09,2023-12-26,2022,regular infra,regular infra - gaa 2022 cssp,212300000.0,0,33234,data/images/22p00105,6,2022-07-10,2022-12-13,2023-04-18,2023-08-22,2023-12-26,2024-01-25,data/images/22p00105/22p00105_road_mask.png
22n00049,"construction of magkiangkiang, villa undayon- new salem- mt. carmel- mt. ararat bypass road, agusan del sur",roads,completed,100.0,Region XIII,Region XIII,8.7195205,125.8424197,2022-03-28,2023-10-18,2022,regular infra,regular infra - gaa 2022 cssp,110974470.06,0,35966,data/images/22n00049,6,2022-02-26,2022-08-17,2023-01-06,2023-05-28,2023-10-18,2023-11-17,data/images/22n00049/22n00049_road_mask.png
22ea0209,"network development - construction of missing links/ new roads, dr. damian reyes memorial road, (phase 3), boac, marinduque",roads,completed,100.0,Region IV-B,Marinduque DEO,13.356555,121.994875,2022-03-30,2023-09-19,2022,regular infra,regular infra - gaa 2022 oo-1,96490009.54,0,10341,data/images/22ea0209,6,2022-02-28,2022-08-11,2022-12-24,2023-05-07,2023-09-19,2023-10-19,data/images/22ea0209/22ea0209_road_mask.png
19l00161,"construction of concrete road-buhangin-tigatto-mandug-callawa-fatima road, package 9, davao city",roads,completed,100.0,Region XI,Region XI,7.2886319,125.5299928,2019-07-09,2020-12-31,2019,regular infra,regular infra - gaa 2019 oo-1,74345800.6,0,22313,data/images/19l00161,6,2019-06-09,2019-11-21,2020-04-04,2020-08-17,2020-12-31,2021-01-30,data/images/19l00161/19l00161_road_mask.png
22dh0066,"construction of road, saaray road to galalan road, brgy. saray, pakil, laguna",roads,completed,100.0,Region IV-A,Laguna 1st DEO,14.4260722,121.53405,2022-09-09,2023-12-18,2022,regular infra,regular infra - gaa 2022 cssp,96499856.35,0,34061,data/images/22dh0066,6,2022-08-10,2023-01-03,2023-04-29,2023-08-23,2023-12-18,2024-01-17,data/images/22dh0066/22dh0066_road_mask.png
24cn0136,"construction of road, brgy. calantas, casiguran, aurora",roads,completed,100.0,Region III,Aurora DEO,16.3244919,122.1115639,2024-05-07,2025-06-16,2024,regular infra,regular infra - gaa 2024 ssp,9543915.4,0,42358,data/images/24cn0136,6,2024-04-07,2024-08-16,2024-11-25,2025-03-06,2025-06-16,2025-07-16,data/images/24cn0136/24cn0136_road_mask.png
22n00071,"construction of circumferential road along agusan marsh road, phase 10, agusan del sur",roads,completed,100.0,Region XIII,Region XIII,8.1199169,125.9048233,2022-04-22,2024-03-15,2022,regular infra,regular infra - gaa 2022 cssp,173698344.31,0,17267,data/images/22n00071,6,2022-03-23,2022-10-12,2023-04-03,2023-09-23,2024-03-15,2024-04-14,data/images/22n00071/22n00071_road_mask.png
