contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path,delta_00_to_25,delta_25_to_50,delta_50_to_75,delta_75_to_10,delta_10_to_po
20g00024,"construction of concrete road - maayon - sara road, capiz",roads,completed,100.0,Region VI,Region VI,11.3706599,122.884615,2020-02-24,2021-06-13,2020,regular infra,regular infra - gaa 2020 oo-1,95965600.31,0,13361,data/images/20g00024,6,2020-01-25,2020-06-21,2020-10-18,2021-02-14,2021-06-13,2021-07-13,data/images/20g00024/20g00024_road_mask.png,0.09242945164442062,0.0647607147693634,0.10392949730157852,0.0987125113606453,0.08446820825338364
23fk0034,"convergence and special support program-construction_improvement of access roads leading to declared tourism destinations (tourism road infrastructure program-trip)-matnog-bulan-magallanes tourism west coast highway, magallanes, sorsogon",roads,completed,100.0,Region V,Sorsogon DEO,12.7517492,123.8503978,2023-03-28,2024-06-07,2023,regular infra,regular infra - gaa 2023 cssp,96499969.09,0,11697,data/images/23fk0034,6,2023-02-26,2023-07-15,2023-11-01,2024-02-18,2024-06-07,2024-07-07,data/images/23fk0034/23fk0034_road_mask.png,0.07452510297298431,0.07821514457464218,0.041861116886138916,0.07101672142744064,0.03150561824440956
21l00033,"construction of road - nabunturan - maco road (mainit, nabunturan - masara, maco), (package 3), davao de oro",roads,completed,100.0,Region XI,Region XI,7.4558639,126.0440361,2021-04-22,2022-10-02,2021,regular infra,regular infra - gaa 2021 lp,62722814.6,0,11487,data/images/21l00033,6,2021-03-23,2021-09-01,2022-01-11,2022-05-23,2022-10-02,2022-11-01,data/images/21l00033/21l00033_road_mask.png,0.06362955272197723,0.12451901286840439,0.14114348590373993,0.13038110733032227,0.15083283185958862
21pk0007,"convergence and special support program - construction/improvement of access roads leading to trades, industries, and economic zones lubuagan - batong buhay junction awichon - upper uma road in support of homestyles industry (softbroom making and blacksmi",roads,completed,100.0,Cordillera Administrative Region,Upper Kalinga DEO,17.368775,121.1537639,2021-02-17,2022-07-01,2021,regular infra,regular infra - gaa 2021 cssp,13113787.23,0,39077,data/images/21pk0007,6,2021-01-18,2021-06-21,2021-10-24,2022-02-26,2022-07-01,2022-07-31,data/images/21pk0007/21pk0007_road_mask.png,0.1527715027332306,0.07890480756759644,0.07128362357616425,0.11315812915563583,0.06960424780845642
21gb0018,"construction (opening) of tagudtod-maray-tono-an road phase 5, barangay tono-an, bugasong, antique",roads,completed,100.0,Region VI,Antique DEO,11.0651848,122.1207545,2021-03-24,2022-03-25,2021,regular infra,regular infra - gaa 2021 lp,67220778.22,0,15906,data/images/21gb0018,6,2021-02-22,2021-06-23,2021-09-23,2021-12-23,2022-03-25,2022-04-24,data/images/21gb0018/21gb0018_road_mask.png,0.10984853655099869,0.05047187581658363,0.09152919054031372,0.19616638123989105,0.207594633102417
22je0088,"sustainable infrastructure projects alleviating gaps (sipag) construction of road network and drainage inside regional government center, pagadian city, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,7.8376931,123.4010216,2022-10-12,2024-10-27,2022,regular infra,regular infra - gaa 2022 cssp,96260257.72,0,18052,data/images/22je0088,6,2022-09-12,2023-04-16,2023-10-20,2024-04-23,2024-10-27,2024-11-26,data/images/22je0088/22je0088_road_mask.png,0.05354347079992294,0.058654554188251495,0.09427785873413086,0.08267898112535477,0.036422278732061386
20o00048,"construction of elevated multi-purpose park along laguna lake highway, c-6 road, brgy. lower bicutan and brgy. hagonoy",roads,completed,100.0,National Capital Region,National Capital Region,14.4891622,121.0628922,2021-01-15,2022-12-19,2020,regular infra,regular infra - gaa 2020 lp,115547725.1,0,8789,data/images/20o00048,6,2020-12-16,2021-07-09,2022-01-01,2022-06-26,2022-12-19,2023-01-18,data/images/20o00048/20o00048_road_mask.png,0.10554011911153793,0.11127275973558426,0.10951785743236542,0.09622480720281601,0.08482173085212708
19od0003,"construction/ upgrading/ rehabilitation of drainage along national roads-secondary roads, c-3 road - k0009+617 - k0010+182, caloocan city",roads,completed,100.0,National Capital Region,Metro Manila 3rd DEO,14.6455967,120.9799689,2019-07-15,2020-10-11,2019,regular infra,regular infra - gaa 2019 oo-1,8586497.16,0,38367,data/images/19od0003,6,2019-06-15,2019-11-05,2020-02-27,2020-06-19,2020-10-11,2020-11-10,data/images/19od0003/19od0003_road_mask.png,0.05902191251516342,0.0902918204665184,0.0817718505859375,0.060819849371910095,0.15870322287082672
20k00027,"construction of by-pass and diversion roads, kadingilan - bukidnon/north cotabato by-pass road, package 7, bukidnon",roads,completed,100.0,Region X,Region X,7.4522224,124.8614665,2020-03-09,2021-08-02,2020,regular infra,regular infra - gaa 2020 oo-1,113345341.05,0,6506,data/images/20k00027,6,2020-02-08,2020-07-14,2020-11-19,2021-03-27,2021-08-02,2021-09-01,data/images/20k00027/20k00027_road_mask.png,0.07512570172548294,0.05233896151185036,0.04219973459839821,0.061397213488817215,0.07227711379528046
23eh0045,"construction of coastal road along poctoy odiongan leading to poblacion, phase 2, sta. 0+000 - sta. 0+190, odiongan, romblon",roads,completed,100.0,Region IV-B,Romblon DEO,12.4094834,121.9892746,2023-04-27,2024-05-18,2023,regular infra,regular infra - gaa 2023 cssp,99000000.0,0,15906,data/images/23eh0045,6,2023-03-28,2023-08-01,2023-11-06,2024-02-11,2024-05-18,2024-06-17,data/images/23eh0045/23eh0045_road_mask.png,0.09968161582946777,0.10004062205553055,0.09000877290964127,0.12983110547065735,0.06845694780349731
22mc0035,"construction of concrete road -construction of road, doles (purok 5 to binay purok 7), doles, magpet, north cotabato",roads,completed,100.0,Region XII,Cotabato 2nd DEO,7.1356358,125.1120324,2022-03-29,2023-09-12,2022,regular infra,regular infra - gaa 2022 cssp,19600000.0,0,23734,data/images/22mc0035,6,2022-02-27,2022-08-09,2022-12-20,2023-05-02,2023-09-12,2023-10-12,data/images/22mc0035/22mc0035_road_mask.png,0.04138348996639252,0.07259875535964966,0.11229873448610306,0.1434624046087265,0.13227275013923645
22pk0024,"convergence and special support program: special road fund - motor vehicle users charge (mvuc) as per r.a. 11239, installation/construction of road safety devices (solar studs and solar led street lights) along balbalan-pinukpuk rd - k0480+(-376) - k0494+",roads,completed,100.0,Cordillera Administrative Region,Upper Kalinga DEO,17.4416444,121.2104667,2022-04-13,2023-04-28,2022,regular infra,regular infra - gaa 2022 cssp,48999846.12,0,30724,data/images/22pk0024,6,2022-03-14,2022-07-17,2022-10-20,2023-01-23,2023-04-28,2023-05-28,data/images/22pk0024/22pk0024_road_mask.png,0.26145076751708984,0.04269563406705856,0.0426538810133934,0.1779584437608719,0.09563039243221283
22hc0069,"convergence and special support program- construction/improvement of access roads leading to seaports - access road leading to ubay port via reclamation area, ubay, bohol, package ii",roads,completed,100.0,Region VII,Bohol 2nd DEO,10.0601133,124.4736478,2022-03-30,2023-06-19,2022,regular infra,regular infra - gaa 2022 cssp,47530101.45,0,11043,data/images/22hc0069,6,2022-02-28,2022-07-19,2022-11-08,2023-02-27,2023-06-19,2023-07-19,data/images/22hc0069/22hc0069_road_mask.png,0.13047096133232117,0.35458052158355713,0.2899038791656494,0.11982136964797974,0.10716491937637329
20hi0011,"construction of concrete road - catmon-bactas provincial road leading to mt. kapayas, catmon, cebu",roads,completed,100.0,Region VII,Cebu 5th DEO,10.385704,123.97654,2020-02-20,2021-02-21,2020,regular infra,regular infra - gaa 2020 cssp,10612072.28,0,31124,data/images/20hi0011,6,2020-01-21,2020-05-21,2020-08-21,2020-11-21,2021-02-21,2021-03-23,data/images/20hi0011/20hi0011_road_mask.png,0.06650377810001373,0.04239189252257347,0.0777779147028923,0.16756939888000488,0.16432487964630127
22dj0020,convergence and special support program: sustainable infrastructure projects alleviating gaps (sipag)-access roads and/or bridges from national road/s leading to major/ strategic public buildings/facilities-construction of access road to trading post (que,roads,completed,100.0,Region IV-A,Quezon 2nd DEO,14.0122145,121.4618119,2022-02-24,2023-11-17,2022,regular infra,regular infra - gaa 2022 cssp,96499999.47,0,32618,data/images/22dj0020,6,2022-01-25,2022-07-31,2023-01-05,2023-06-12,2023-11-17,2023-12-17,data/images/22dj0020/22dj0020_road_mask.png,0.09229550510644913,0.07203502207994461,0.07648379355669022,0.1674221307039261,0.09959068894386292
20g00049,"construction of concrete road - silay-patag-cadiz-calatrava road, negros occidental",roads,completed,100.0,Region VI,Region VI,10.6777261,123.3269795,2020-02-24,2021-11-04,2020,regular infra,regular infra - gaa 2020 oo-1,181319026.7,0,33441,data/images/20g00049,6,2020-01-25,2020-07-27,2020-12-29,2021-06-02,2021-11-04,2021-12-04,data/images/20g00049/20g00049_road_mask.png,0.12724532186985016,0.1359410434961319,0.16533200442790985,0.15019193291664124,0.1646426022052765
21m00035,"construction of concrete road - tuka-bai saripinang road in  bagumbayan sk in support of agri-based industries: pineapple coffee,    rubber, corn and muscovado processing plant, sta. 3+030 - sta. 5+200,",roads,completed,100.0,Region XII,Region XII,6.516316,124.5867821,2021-03-25,2022-07-13,2021,regular infra,regular infra - gaa 2021 cssp,100762991.95,0,22465,data/images/21m00035,6,2021-02-23,2021-07-21,2021-11-17,2022-03-16,2022-07-13,2022-08-12,data/images/21m00035/21m00035_road_mask.png,0.07422170788049698,0.04469430446624756,0.049517225474119186,0.0422423779964447,0.08905734121799469
20cc0207,"construction of pandi by-pass road pandi, bulacan",roads,completed,100.0,Region III,Bulacan 1st DEO,14.8214161,120.9325214,2020-06-29,2022-03-10,2020,regular infra,regular infra - gaa 2020 lp,64505914.29,0,39196,data/images/20cc0207,6,2020-05-30,2020-11-30,2021-05-04,2021-10-06,2022-03-10,2022-04-09,data/images/20cc0207/20cc0207_road_mask.png,0.08837426453828812,0.07734562456607819,0.05512164160609245,0.06786911934614182,0.06871767342090607
22kh0025,"asset preservation program construction / upgrading / rehabilitation of drainage along national roads primary roads butuan city-cagayan de oro city-iligan city rd - k1442 + 407 - k1442 + 995, cagayan de oro city",roads,completed,100.0,Region X,Cagayan de Oro City 1st DEO,8.50425,124.6136778,2022-02-18,2023-11-30,2022,regular infra,regular infra - gaa 2022 oo-1,96500000.0,0,23426,data/images/22kh0025,6,2022-01-19,2022-07-30,2023-01-09,2023-06-20,2023-11-30,2023-12-30,data/images/22kh0025/22kh0025_road_mask.png,0.062497641891241074,0.08222529292106628,0.08774568885564804,0.0999307706952095,0.07074546068906784
22kg0009,"convergence and special support program - construction/improvement of access roads leading to declared tourism destinations (tourism road infrastructure program-trip) access road leading ti mighty cave, tagoloan, lanao del norte",roads,completed,100.0,Region X,Lanao del Norte 2nd DEO,8.2160731,124.2454592,2022-02-15,2023-06-09,2022,regular infra,regular infra - gaa 2022 cssp,46235903.21,0,15982,data/images/22kg0009,6,2022-01-16,2022-06-14,2022-10-12,2023-02-09,2023-06-09,2023-07-09,data/images/22kg0009/22kg0009_road_mask.png,0.09937301278114319,0.0992482453584671,0.09259072691202164,0.08928743749856949,0.06654421240091324
22bb0036,"cssp - construction/improvement of access roads leading to declared tourism destinations (tourism road infrastructure program-trip) - construction of concrete road - bucale - tagcar road leading to bucale cave, sta. teresita, cagayan",roads,completed,100.0,Region II,Cagayan 1st DEO,18.238655,121.95059,2022-03-22,2023-09-24,2022,regular infra,regular infra - gaa 2022 cssp,7350000.0,0,45596,data/images/22bb0036,6,2022-02-20,2022-08-06,2022-12-22,2023-05-09,2023-09-24,2023-10-24,data/images/22bb0036/22bb0036_road_mask.png,0.20192387700080872,0.0849539190530777,0.1287808120250702,0.08641824126243591,0.07141698151826859
21cj0061,"construction / repair / rehabilitation / improvement of various infrastructure including local projects construction of by-pass and diversion road, construction of tibag-armenia road via tibagan-balanti (tarlac city southwest diversion road) (phase 3), ta",roads,completed,100.0,Region III,Tarlac DEO,15.6521494,120.4787158,2021-03-08,2023-01-15,2021,regular infra,regular infra - gaa 2021 lp,49176397.64,0,9036,data/images/21cj0061,6,2021-02-06,2021-08-24,2022-02-10,2022-07-29,2023-01-15,2023-02-14,data/images/21cj0061/21cj0061_road_mask.png,0.07007253915071487,0.07293333113193512,0.06680259853601456,0.06730429083108902,0.07683759182691574
19dm0024,"network development program: construction of by-pass and diversion roads - catanauan diversion road, quezon (package 1), catanauan, quezon",roads,completed,100.0,Region IV-A,Quezon 3rd DEO,13.60839,122.3291361,2019-09-05,2020-12-11,2019,regular infra,regular infra - gaa 2019 oo-1,80505125.0,0,10341,data/images/19dm0024,6,2019-08-06,2019-12-29,2020-04-23,2020-08-17,2020-12-11,2021-01-10,data/images/19dm0024/19dm0024_road_mask.png,0.07360658049583435,0.13460154831409454,0.08265239745378494,0.0765983909368515,0.059617917984724045
21eb0127,"construction of road at brgy. ansiray, san jose, occidental mindoro",roads,completed,100.0,Region IV-B,Mindoro Occidental DEO,12.2726528,121.0791472,2021-12-09,2023-01-16,2021,regular infra,regular infra - gaa 2021 lp,1898997.96,0,43944,data/images/21eb0127,6,2021-11-09,2022-03-19,2022-06-28,2022-10-07,2023-01-16,2023-02-15,data/images/21eb0127/21eb0127_road_mask.png,0.05316765233874321,0.05057676509022713,0.06594270467758179,0.042990542948246,0.07671117037534714
19ka0034,"construction of road slope protection structure - along jct sayre h-way-impasugong-patulangan by-pass rd (s00610mn)k1483 + 060 to k1483 + 160impasug-ong, bukidnon",roads,completed,100.0,Region X,Bukidnon 1st DEO,8.3038923,125.0125627,2019-07-08,2020-10-27,2019,regular infra,regular infra - gaa 2019 oo-1,5819885.62,0,41922,data/images/19ka0034,6,2019-06-08,2019-11-04,2020-03-02,2020-06-29,2020-10-27,2020-11-26,data/images/19ka0034/19ka0034_road_mask.png,0.07368455082178116,0.06741638481616974,0.05894983559846878,0.07787779718637466,0.08071887493133545
19g00036,"construction of concrete road - bacolod - negros occidental economic highway, (section 1), package d, negros occidental",roads,completed,100.0,Region VI,Region VI,10.8400125,123.0460664,2019-06-26,2020-11-16,2019,regular infra,regular infra - gaa 2019 oo-1,93150008.91,0,17162,data/images/19g00036,6,2019-05-27,2019-10-31,2020-03-06,2020-07-11,2020-11-16,2020-12-16,data/images/19g00036/19g00036_road_mask.png,0.07814893871545792,0.07860296219587326,0.05912742018699646,0.09329953789710999,0.08336745202541351
19ka0016,"construction of concrete road - malaybalay-gingoog road (gingoog city-kalhaan, claveria-bulonay-malaybalay city), brgy. busdi to bulonay proper section, bukidnon, malaybalay city, bukidnon",roads,completed,100.0,Region X,Bukidnon 1st DEO,8.3071492,125.2410636,2019-07-03,2020-11-24,2019,regular infra,regular infra - gaa 2019 oo-1,71538026.61,0,41742,data/images/19ka0016,6,2019-06-03,2019-11-07,2020-03-14,2020-07-19,2020-11-24,2020-12-24,data/images/19ka0016/19ka0016_road_mask.png,0.059120405465364456,0.04004063829779625,0.04940318688750267,0.0772508755326271,0.10212893038988113
20bc0057,"construction/improvement of access roads leading to trades, industries and economic zones-jct. cvr-sto. niño-piat road leading to cagayan rubina sugar milling company (carsumco) and cagayan agribusiness industries, sto. niño, cagayan",roads,completed,100.0,Region II,Cagayan 2nd DEO,17.9285528,121.6045361,2020-02-10,2021-08-03,2020,regular infra,regular infra - gaa 2020 cssp,14213268.19,0,46195,data/images/20bc0057,6,2020-01-11,2020-06-24,2020-11-06,2021-03-21,2021-08-03,2021-09-02,data/images/20bc0057/20bc0057_road_mask.png,0.12308318167924881,0.08417918533086777,0.08759280294179916,0.08107372373342514,0.08843288570642471
20g00104,"construction of gravel road - iloilo r-1 bypass road, iloilo",roads,completed,100.0,Region VI,Region VI,10.7142037,122.4556135,2020-08-28,2021-12-15,2019,outside infra,outside infra - contingent fund 2019 extended,91779646.03,0,8576,data/images/20g00104,6,2020-07-29,2020-12-24,2021-04-22,2021-08-18,2021-12-15,2022-01-14,data/images/20g00104/20g00104_road_mask.png,0.09468739479780197,0.18839842081069946,0.18883168697357178,0.09347669780254364,0.06381887197494507
20ld0054,"construction of drainage along road-digos junction rd (s00201mn)-k1565+(-570)-k1565+(-300), davao del sur",roads,completed,100.0,Region XI,Davao del Sur DEO,6.7570717,125.3532631,2020-12-02,2021-12-04,2020,regular infra,regular infra - gaa 2020 oo-1,19600000.0,0,36704,data/images/20ld0054,6,2020-11-02,2021-03-03,2021-06-03,2021-09-03,2021-12-04,2022-01-03,data/images/20ld0054/20ld0054_road_mask.png,0.08175265043973923,0.07445579022169113,0.05822962522506714,0.0667823925614357,0.061493854969739914
20k00188,"construction of by-pass and diversion roads, cagayan de oro diversion road extension (jct. sayre highway (balubal) - manolo fortich - malitbog - claveria - eureka, gingoog city road), mindagat section, bukidnon",roads,completed,100.0,Region X,Region X,8.5693252,124.9046031,2020-12-07,2021-12-21,2020,regular infra,regular infra - gaa 2020 oo-1,137500370.83,0,14332,data/images/20k00188,6,2020-11-07,2021-03-11,2021-06-14,2021-09-17,2021-12-21,2022-01-20,data/images/20k00188/20k00188_road_mask.png,0.04913235828280449,0.0890616923570633,0.16326072812080383,0.12799756228923798,0.10480847209692001
21ii0024,"construction/improvement of access roads leading to declared tourism destinations access road leading to pinipisakan falls, las navas, northern samar",roads,completed,100.0,Region VIII,Northern Samar 2nd DEO,12.311933,125.019175,2021-02-24,2022-12-15,2021,regular infra,regular infra - gaa 2021 cssp,87289909.73,0,5,data/images/21ii0024,6,2021-01-25,2021-08-07,2022-01-19,2022-07-03,2022-12-15,2023-01-14,data/images/21ii0024/21ii0024_road_mask.png,0.12671223282814026,0.08190024644136429,0.09047292917966843,0.09286828339099884,0.06508758664131165
21i00012,"construction/repair/rehabilitation/improvement of various infrastructure including local projects - road opening/concreting of conception-tapul-nawi-pagsanghan-anagase-sto. niño-maylobe-sarao canvais-caranas road, paranas-motiong, samar phase iv, samar 2n",roads,completed,100.0,Region VIII,Region VIII,11.9412947,125.0572586,2021-02-22,2022-11-29,2021,regular infra,regular infra - gaa 2021 lp,100211896.44,0,21184,data/images/21i00012,6,2021-01-23,2021-08-02,2022-01-10,2022-06-20,2022-11-29,2022-12-29,data/images/21i00012/21i00012_road_mask.png,0.045016370713710785,0.06003628671169281,0.08396608382463455,0.11516085267066956,0.12868614494800568
19m00015,"construction of missing links/new roads  surallah-tboli-san jose road gen. santos city, sta. 21+300 to sta. 24+300, package 5, tboli, so. cotabato",roads,completed,100.0,Region XII,Region XII,6.1848262,124.8352522,2019-07-26,2020-12-31,2019,regular infra,regular infra - gaa 2019 oo-1,101325000.0,0,7040,data/images/19m00015,6,2019-06-26,2019-12-04,2020-04-13,2020-08-22,2020-12-31,2021-01-30,data/images/19m00015/19m00015_road_mask.png,0.05596190318465233,0.06597490608692169,0.08040020614862442,0.10241509228944778,0.01699242927134037
22il0110,"network development - construction of by-pass and diversion roads / maasin coastal bypass road, southern leyte",roads,completed,100.0,Region VIII,Southern Leyte 1st DEO,10.1307897,124.851135,2022-04-06,2023-04-20,2022,regular infra,regular infra - gaa 2022 oo-1,96500000.0,0,31762,data/images/22il0110,6,2022-03-07,2022-07-09,2022-10-12,2023-01-15,2023-04-20,2023-05-20,data/images/22il0110/22il0110_road_mask.png,0.12609823048114777,0.12491653859615326,0.12443140149116516,0.13275782763957977,0.1376446783542633
21k00150,"construction/improvement of access roads leading to trades, industries and economic zones (roads leveraging linkages for industry and trade infrastructure program - roll-it) northern bukidnon agri-industrial economic zone road (baungon section) in baungon",roads,completed,100.0,Region X,Region X,8.3013617,124.6694558,2021-07-19,2023-03-27,2021,regular infra,regular infra - gaa 2021 cssp,45344509.96,0,6506,data/images/21k00150,6,2021-06-19,2021-12-20,2022-05-23,2022-10-24,2023-03-27,2023-04-26,data/images/21k00150/21k00150_road_mask.png,0.0359036810696125,0.1187196895480156,0.06514393538236618,0.06739509105682373,0.04219407960772514
24fa0005,"construction of by-pass and diversion roads: tiwi by-pass road (alternate route), albay",roads,completed,100.0,Region V,Albay 1st DEO,13.4325,123.6704,2024-02-15,2025-05-21,2024,regular infra,regular infra - gaa 2024 oo-1,49000000.0,0,40760,data/images/24fa0005,6,2024-01-16,2024-06-09,2024-10-02,2025-01-25,2025-05-21,2025-06-20,data/images/24fa0005/24fa0005_road_mask.png,0.1446235328912735,0.036230023950338364,0.0826699286699295,0.09136876463890076,0.03758453577756882
22f00041,"convergence and special support program-construction/improvement of access roads leading to declared tourism destinations(tourism road infrastructure program-trip)pasacao-balatan tourism coastal highway, pasacao, camarines sur, package 3, camarines sur(2n",roads,completed,100.0,Region V,Region V,13.49426,123.074372,2022-04-08,2023-04-18,2022,regular infra,regular infra - gaa 2022 cssp,144750000.0,0,32376,data/images/22f00041,6,2022-03-09,2022-07-10,2022-10-12,2023-01-14,2023-04-18,2023-05-18,data/images/22f00041/22f00041_road_mask.png,0.05577078461647034,0.062446851283311844,0.1623360961675644,0.16577570140361786,0.07078707218170166
22lh0051,"construction of road along carmen to sitio tabak to laling to tawan-tawan road, baguio district, davao city",roads,completed,100.0,Region XI,Davao City 2nd DEO,7.1192814,125.3337547,2022-04-08,2023-04-13,2022,regular infra,regular infra - gaa 2022 cssp,93599674.62,0,36734,data/images/22lh0051,6,2022-03-09,2022-07-09,2022-10-10,2023-01-10,2023-04-13,2023-05-13,data/images/22lh0051/22lh0051_road_mask.png,0.1773296594619751,0.1419014036655426,0.15450094640254974,0.10826390236616135,0.061808206140995026
20cj0123,"construction / repair / rehabilitation / improvement of various infrastructure including local projects construction of baculong by-pass/diversion road, victoria, tarlac",roads,completed,100.0,Region III,Tarlac DEO,15.5545633,120.6322483,2020-12-01,2022-03-25,2020,regular infra,regular infra - gaa 2020 lp,24020103.37,0,36377,data/images/20cj0123,6,2020-11-01,2021-03-30,2021-07-28,2021-11-25,2022-03-25,2022-04-24,data/images/20cj0123/20cj0123_road_mask.png,0.10212622582912445,0.09120625257492065,0.08276638388633728,0.09622614830732346,0.09183546900749207
19l00022,"construction of concrete road-mahayag-gatungan-callawa diversion road, davao city",roads,completed,100.0,Region XI,Region XI,7.2156875,125.5735536,2019-07-22,2020-11-15,2019,regular infra,regular infra - gaa 2019 oo-1,125870809.6,0,10433,data/images/19l00022,6,2019-06-22,2019-11-19,2020-03-19,2020-07-17,2020-11-15,2020-12-15,data/images/19l00022/19l00022_road_mask.png,0.08856874704360962,0.12225286662578583,0.09683146327733994,0.053403910249471664,0.05586335062980652
22i00026,"network development - construction of by-pass and diversion roads - tacloban  - sta. fe - san miguel road, leyte 1st ld",roads,completed,100.0,Region VIII,Region VIII,11.291064,124.9096839,2022-03-07,2023-12-26,2022,regular infra,regular infra - gaa 2022 oo-1,104767529.19,0,32898,data/images/22i00026,6,2022-02-05,2022-08-18,2023-01-30,2023-07-14,2023-12-26,2024-01-25,data/images/22i00026/22i00026_road_mask.png,0.10720591247081757,0.1498544067144394,0.1624915897846222,0.14131350815296173,0.131419375538826
23kj0001,"construction/improvement of access roads leading to declared tourism destinations (tourism road infrastructure program - trip), ozamiz-clarin-tangub-bonifacio-don victoriano agro eco tourism hinterland projects (section 3), misamis occidental",roads,completed,100.0,Region X,Misamis Occidental 2nd DEO,8.1970146,123.724223,2023-02-10,2024-03-24,2023,regular infra,regular infra - gaa 2023 cssp,18843420.51,0,19968,data/images/23kj0001,6,2023-01-11,2023-05-23,2023-09-02,2023-12-13,2024-03-24,2024-04-23,data/images/23kj0001/23kj0001_road_mask.png,0.11234959214925766,0.10538103431463242,0.06735123693943024,0.15997430682182312,0.1008790135383606
19i00082,"network development - construction of by-pass and diversion roads, tacloban city by-pass road extension, package a, leyte",roads,completed,100.0,Region VIII,Region VIII,11.291762,124.956277,2019-06-18,2021-01-22,2019,regular infra,regular infra - gaa 2019 oo-1,75194512.1,0,34462,data/images/19i00082,6,2019-05-19,2019-11-11,2020-04-05,2020-08-29,2021-01-22,2021-02-21,data/images/19i00082/19i00082_road_mask.png,0.058542873710393906,0.07740828394889832,0.05629308521747589,0.08171538263559341,0.05554116517305374
20eh0040,"construction/improvement of access roads leading to declared tourism destination - promenade boulevard (bagu-layag, tubigon), , tablas island, romblon",roads,completed,100.0,Region IV-B,Romblon DEO,12.3935872,121.9444686,2020-03-03,2022-04-13,2020,regular infra,regular infra - gaa 2020 cssp,96500000.0,0,22465,data/images/20eh0040,6,2020-02-02,2020-09-11,2021-03-23,2021-10-02,2022-04-13,2022-05-13,data/images/20eh0040/20eh0040_road_mask.png,0.051403872668743134,0.0796206071972847,0.06104343757033348,0.03968364745378494,0.07083575427532196
21hl0047,"convergence and special support program:  construction of concrete road - mansagomayon road leading to talostos waterfalls eco-tourism site in brgy. mansagomayon, santa catalina, negros oriental",roads,completed,100.0,Negros Island Region,Negros Oriental 3rd DEO,9.3961178,122.9557372,2021-06-16,2022-11-21,2021,regular infra,regular infra - gaa 2021 cssp,106150000.0,0,22465,data/images/21hl0047,6,2021-05-17,2021-10-24,2022-03-04,2022-07-13,2022-11-21,2022-12-21,data/images/21hl0047/21hl0047_road_mask.png,0.08338215202093124,0.06575968861579895,0.0640999898314476,0.09937919676303864,0.10588980466127396
20gg0039,"construction of concrete road - jct. rumagayray - san enrique road leading to puti-an wall climbing, san enrique, iloilo",roads,completed,100.0,Region VI,Iloilo 2nd DEO,11.0527458,122.6600847,2020-12-03,2021-12-15,2020,regular infra,regular infra - gaa 2020 cssp,19104196.95,0,26628,data/images/20gg0039,6,2020-11-03,2021-03-07,2021-06-09,2021-09-11,2021-12-15,2022-01-14,data/images/20gg0039/20gg0039_road_mask.png,0.12491179257631302,0.09647969901561737,0.0420423187315464,0.13005563616752625,0.09583369642496109
23gp0016,"construction of concrete road - sitio lomboy, brgy. linambasan to brgy. ganzon, brgy. jaena and brgy. san juan to national highway in support of abaca industry, jamindan, capiz",roads,completed,100.0,Region VI,Capiz 2nd DEO,11.4239942,122.4241986,2023-03-13,2024-05-06,2023,regular infra,regular infra - gaa 2023 cssp,14699373.87,0,37891,data/images/23gp0016,6,2023-02-11,2023-06-26,2023-10-09,2024-01-22,2024-05-06,2024-06-05,data/images/23gp0016/23gp0016_road_mask.png,0.25891026854515076,0.10086314380168915,0.18689550459384918,0.16371995210647583,0.057961784303188324
24gk0114,off-carriageway improvement: construction of sidewalk including drainage - bacolod silay airport access rd - k0008 + (-774) - k0011 + 670,roads,completed,100.0,Negros Island Region,Negros Occidental 1st DEO,10.7130973,122.9938025,2024-03-13,2025-04-14,2024,regular infra,regular infra - gaa 2024 oo-1,84050534.35,0,36158,data/images/24gk0114,6,2024-02-12,2024-06-20,2024-09-27,2025-01-04,2025-04-14,2025-05-14,data/images/24gk0114/24gk0114_road_mask.png,0.10787469893693924,0.14048996567726135,0.17290712893009186,0.10657444596290588,0.07442978769540787
22ea0132,"construction of dampulan-malibago road, toriijos, marinduque",roads,completed,100.0,Region IV-B,Marinduque DEO,13.2477198,122.0420379,2022-05-25,2024-11-01,2022,regular infra,regular infra - gaa 2022 cssp,62300362.43,0,15906,data/images/22ea0132,6,2022-04-25,2023-01-02,2023-08-13,2024-03-23,2024-11-01,2024-12-01,data/images/22ea0132/22ea0132_road_mask.png,0.075009785592556,0.08595503866672516,0.057906631380319595,0.06489516794681549,0.166964590549469
20j00157,"construction of by- pass and diversion roads - zamboanga city by-pass road,(west coast section), zamboanga city",roads,completed,100.0,Region IX,Region IX,6.9951365,121.9599767,2020-11-24,2022-06-30,2020,regular infra,regular infra - gaa 2020 oo-1,141807040.92,0,4803,data/images/20j00157,6,2020-10-25,2021-04-18,2021-09-11,2022-02-04,2022-06-30,2022-07-30,data/images/20j00157/20j00157_road_mask.png,0.06092594563961029,0.05522129312157631,0.0520671010017395,0.08611807972192764,0.0009617868345230818
